Investment choice name,Date,Currency,NAV / unit
MIL All-weather Capital Conservative Fund,2016-09-12,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-09-13,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-09-14,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-09-15,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-09-19,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-09-20,USD,0.9990
MIL All-weather Capital Conservative Fund,2016-09-21,USD,1.0030
MIL All-weather Capital Conservative Fund,2016-09-22,USD,1.0030
MIL All-weather Capital Conservative Fund,2016-09-23,USD,1.0030
MIL All-weather Capital Conservative Fund,2016-09-26,USD,1.0010
MIL All-weather Capital Conservative Fund,2016-09-27,USD,1.0020
MIL All-weather Capital Conservative Fund,2016-09-28,USD,1.0020
MIL All-weather Capital Conservative Fund,2016-09-29,USD,1.0010
MIL All-weather Capital Conservative Fund,2016-09-30,USD,1.0010
MIL All-weather Capital Conservative Fund,2016-10-03,USD,1.0010
MIL All-weather Capital Conservative Fund,2016-10-04,USD,1.0000
MIL All-weather Capital Conservative Fund,2016-10-05,USD,0.9990
MIL All-weather Capital Conservative Fund,2016-10-06,USD,0.9990
MIL All-weather Capital Conservative Fund,2016-10-07,USD,0.9980
MIL All-weather Capital Conservative Fund,2016-10-11,USD,0.9960
MIL All-weather Capital Conservative Fund,2016-10-12,USD,0.9940
MIL All-weather Capital Conservative Fund,2016-10-13,USD,0.9940
MIL All-weather Capital Conservative Fund,2016-10-14,USD,0.9940
MIL All-weather Capital Conservative Fund,2016-10-17,USD,0.9930
MIL All-weather Capital Conservative Fund,2016-10-18,USD,0.9950
MIL All-weather Capital Conservative Fund,2016-10-19,USD,0.9960
MIL All-weather Capital Conservative Fund,2016-10-20,USD,0.9960
MIL All-weather Capital Conservative Fund,2016-10-24,USD,0.9980
MIL All-weather Capital Conservative Fund,2016-10-25,USD,0.9980
MIL All-weather Capital Conservative Fund,2016-10-26,USD,0.9950
MIL All-weather Capital Conservative Fund,2016-10-27,USD,0.9920
MIL All-weather Capital Conservative Fund,2016-10-28,USD,0.9910
MIL All-weather Capital Conservative Fund,2016-10-31,USD,0.9890
MIL All-weather Capital Conservative Fund,2016-11-01,USD,0.9890
MIL All-weather Capital Conservative Fund,2016-11-02,USD,0.9880
MIL All-weather Capital Conservative Fund,2016-11-03,USD,0.9870
MIL All-weather Capital Conservative Fund,2016-11-04,USD,0.9860
MIL All-weather Capital Conservative Fund,2016-11-07,USD,0.9880
MIL All-weather Capital Conservative Fund,2016-11-08,USD,0.9880
MIL All-weather Capital Conservative Fund,2016-11-09,USD,0.9830
MIL All-weather Capital Conservative Fund,2016-11-10,USD,0.9790
MIL All-weather Capital Conservative Fund,2016-11-11,USD,0.9760
MIL All-weather Capital Conservative Fund,2016-11-14,USD,0.9720
MIL All-weather Capital Conservative Fund,2016-11-15,USD,0.9770
MIL All-weather Capital Conservative Fund,2016-11-16,USD,0.9770
MIL All-weather Capital Conservative Fund,2016-11-17,USD,0.9750
MIL All-weather Capital Conservative Fund,2016-11-18,USD,0.9720
MIL All-weather Capital Conservative Fund,2016-11-21,USD,0.9740
MIL All-weather Capital Conservative Fund,2016-11-22,USD,0.9750
MIL All-weather Capital Conservative Fund,2016-11-23,USD,0.9720
MIL All-weather Capital Conservative Fund,2016-11-24,USD,0.9710
MIL All-weather Capital Conservative Fund,2016-11-25,USD,0.9720
MIL All-weather Capital Conservative Fund,2016-11-28,USD,0.9730
MIL All-weather Capital Conservative Fund,2016-11-29,USD,0.9730
MIL All-weather Capital Conservative Fund,2016-11-30,USD,0.9690
MIL All-weather Capital Conservative Fund,2016-12-01,USD,0.9660
MIL All-weather Capital Conservative Fund,2016-12-02,USD,0.9680
MIL All-weather Capital Conservative Fund,2016-12-05,USD,0.9700
MIL All-weather Capital Conservative Fund,2016-12-06,USD,0.9710
MIL All-weather Capital Conservative Fund,2016-12-07,USD,0.9740
MIL All-weather Capital Conservative Fund,2016-12-08,USD,0.9740
MIL All-weather Capital Conservative Fund,2016-12-09,USD,0.9740
MIL All-weather Capital Conservative Fund,2016-12-12,USD,0.9720
MIL All-weather Capital Conservative Fund,2016-12-13,USD,0.9740
MIL All-weather Capital Conservative Fund,2016-12-14,USD,0.9710
MIL All-weather Capital Conservative Fund,2016-12-15,USD,0.9680
MIL All-weather Capital Conservative Fund,2016-12-16,USD,0.9680
MIL All-weather Capital Conservative Fund,2016-12-19,USD,0.9680
MIL All-weather Capital Conservative Fund,2016-12-20,USD,0.9680
MIL All-weather Capital Conservative Fund,2016-12-21,USD,0.9690
MIL All-weather Capital Conservative Fund,2016-12-22,USD,0.9690
MIL All-weather Capital Conservative Fund,2016-12-23,USD,0.9700
MIL All-weather Capital Conservative Fund,2016-12-28,USD,0.9690
MIL All-weather Capital Conservative Fund,2016-12-29,USD,0.9700
MIL All-weather Capital Conservative Fund,2016-12-30,USD,0.9700
MIL All-weather Capital Conservative Fund,2017-01-03,USD,0.9710
MIL All-weather Capital Conservative Fund,2017-01-04,USD,0.9760
MIL All-weather Capital Conservative Fund,2017-01-05,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-01-06,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-01-09,USD,0.9780
MIL All-weather Capital Conservative Fund,2017-01-10,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-01-11,USD,0.9800
MIL All-weather Capital Conservative Fund,2017-01-12,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-01-13,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-01-16,USD,0.9800
MIL All-weather Capital Conservative Fund,2017-01-17,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-01-18,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-01-19,USD,0.9770
MIL All-weather Capital Conservative Fund,2017-01-20,USD,0.9780
MIL All-weather Capital Conservative Fund,2017-01-23,USD,0.9800
MIL All-weather Capital Conservative Fund,2017-01-24,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-01-25,USD,0.9820
MIL All-weather Capital Conservative Fund,2017-01-26,USD,0.9820
MIL All-weather Capital Conservative Fund,2017-01-27,USD,0.9820
MIL All-weather Capital Conservative Fund,2017-02-01,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-02-02,USD,0.9790
MIL All-weather Capital Conservative Fund,2017-02-03,USD,0.9820
MIL All-weather Capital Conservative Fund,2017-02-06,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-02-07,USD,0.9800
MIL All-weather Capital Conservative Fund,2017-02-08,USD,0.9810
MIL All-weather Capital Conservative Fund,2017-02-09,USD,0.9820
MIL All-weather Capital Conservative Fund,2017-02-10,USD,0.9840
MIL All-weather Capital Conservative Fund,2017-02-13,USD,0.9870
MIL All-weather Capital Conservative Fund,2017-02-14,USD,0.9870
MIL All-weather Capital Conservative Fund,2017-02-15,USD,0.9890
MIL All-weather Capital Conservative Fund,2017-02-16,USD,0.9880
MIL All-weather Capital Conservative Fund,2017-02-17,USD,0.9880
MIL All-weather Capital Conservative Fund,2017-02-20,USD,0.9880
MIL All-weather Capital Conservative Fund,2017-02-21,USD,0.9900
MIL All-weather Capital Conservative Fund,2017-02-22,USD,0.9900
