Name of Investment Choice,Date,Currency,Purchase Price,Unit Sell Price
MIL Preferred Securities Income Fund ,2020/09/02,USD,1.0630,1.0630
MIL Preferred Securities Income Fund ,2020/09/03,USD,1.0660,1.0660
MIL Preferred Securities Income Fund ,2020/09/04,USD,1.0610,1.0610
MIL Preferred Securities Income Fund ,2020/09/07,USD,1.0610,1.0610
MIL Preferred Securities Income Fund ,2020/09/08,USD,1.0550,1.0550
MIL Preferred Securities Income Fund ,2020/09/09,USD,1.0540,1.0540
MIL Preferred Securities Income Fund ,2020/09/10,USD,1.0550,1.0550
MIL Preferred Securities Income Fund ,2020/09/11,USD,1.0530,1.0530
MIL Preferred Securities Income Fund ,2020/09/14,USD,1.0560,1.0560
MIL Preferred Securities Income Fund ,2020/09/15,USD,1.0600,1.0600
MIL Preferred Securities Income Fund ,2020/09/16,USD,1.0600,1.0600
MIL Preferred Securities Income Fund ,2020/09/17,USD,1.0590,1.0590
MIL Preferred Securities Income Fund ,2020/09/18,USD,1.0580,1.0580
MIL Preferred Securities Income Fund ,2020/09/21,USD,1.0510,1.0510
MIL Preferred Securities Income Fund ,2020/09/22,USD,1.0520,1.0520
MIL Preferred Securities Income Fund ,2020/09/23,USD,1.0520,1.0520
MIL Preferred Securities Income Fund ,2020/09/24,USD,1.0410,1.0410
MIL Preferred Securities Income Fund ,2020/09/25,USD,1.0400,1.0400


