Investment choice name,Date,Currency,NAV / unit
MIL Pictet Clean Energy Transition Fund@@@,2021-07-26,USD,1.0000
MIL Pictet Clean Energy Transition Fund@@@,2021-07-27,USD,1.0000
MIL Pictet Clean Energy Transition Fund@@@,2021-07-28,USD,1.0000
MIL Pictet Clean Energy Transition Fund@@@,2021-07-29,USD,1.0160
MIL Pictet Clean Energy Transition Fund@@@,2021-07-30,USD,1.0190
MIL Pictet Clean Energy Transition Fund@@@,2021-08-02,USD,1.0190
MIL Pictet Clean Energy Transition Fund@@@,2021-08-03,USD,1.0190
MIL Pictet Clean Energy Transition Fund@@@,2021-08-04,USD,1.0270
MIL Pictet Clean Energy Transition Fund@@@,2021-08-05,USD,1.0320
MIL Pictet Clean Energy Transition Fund@@@,2021-08-06,USD,1.0270
MIL Pictet Clean Energy Transition Fund@@@,2021-08-09,USD,1.0270
MIL Pictet Clean Energy Transition Fund@@@,2021-08-10,USD,1.0280
MIL Pictet Clean Energy Transition Fund@@@,2021-08-11,USD,1.0250
MIL Pictet Clean Energy Transition Fund@@@,2021-08-12,USD,1.0150
MIL Pictet Clean Energy Transition Fund@@@,2021-08-13,USD,1.0180
MIL Pictet Clean Energy Transition Fund@@@,2021-08-16,USD,1.0100
MIL Pictet Clean Energy Transition Fund@@@,2021-08-17,USD,0.9940
MIL Pictet Clean Energy Transition Fund@@@,2021-08-18,USD,0.9980
MIL Pictet Clean Energy Transition Fund@@@,2021-08-19,USD,0.9910
MIL Pictet Clean Energy Transition Fund@@@,2021-08-20,USD,1.0000
MIL Pictet Clean Energy Transition Fund@@@,2021-08-23,USD,1.0130
MIL Pictet Clean Energy Transition Fund@@@,2021-08-24,USD,1.0210
MIL Pictet Clean Energy Transition Fund@@@,2021-08-25,USD,1.0240
MIL Pictet Clean Energy Transition Fund@@@,2021-08-26,USD,1.0270
MIL Pictet Clean Energy Transition Fund@@@,2021-08-27,USD,1.0240
MIL Pictet Clean Energy Transition Fund@@@,2021-08-30,USD,1.0310
MIL Pictet Clean Energy Transition Fund@@@,2021-08-31,USD,1.0260
MIL Pictet Clean Energy Transition Fund@@@,2021-09-01,USD,1.0320
MIL Pictet Clean Energy Transition Fund@@@,2021-09-02,USD,1.0360
MIL Pictet Clean Energy Transition Fund@@@,2021-09-03,USD,1.0390
MIL Pictet Clean Energy Transition Fund@@@,2021-09-06,USD,1.0390
MIL Pictet Clean Energy Transition Fund@@@,2021-09-07,USD,1.0310
MIL Pictet Clean Energy Transition Fund@@@,2021-09-08,USD,1.0280
MIL Pictet Clean Energy Transition Fund@@@,2021-09-09,USD,1.0260
MIL Pictet Clean Energy Transition Fund@@@,2021-09-10,USD,1.0340
MIL Pictet Clean Energy Transition Fund@@@,2021-09-13,USD,1.0240
MIL Pictet Clean Energy Transition Fund@@@,2021-09-14,USD,1.0290
MIL Pictet Clean Energy Transition Fund@@@,2021-09-15,USD,1.0220
MIL Pictet Clean Energy Transition Fund@@@,2021-09-16,USD,1.0210
MIL Pictet Clean Energy Transition Fund@@@,2021-09-17,USD,1.0180
MIL Pictet Clean Energy Transition Fund@@@,2021-09-20,USD,0.9980
MIL Pictet Clean Energy Transition Fund@@@,2021-09-21,USD,0.9980
MIL Pictet Clean Energy Transition Fund@@@,2021-09-23,USD,1.0190
MIL Pictet Clean Energy Transition Fund@@@,2021-09-24,USD,1.0080
MIL Pictet Clean Energy Transition Fund@@@,2021-09-27,USD,0.9990
MIL Pictet Clean Energy Transition Fund@@@,2021-09-28,USD,0.9790
MIL Pictet Clean Energy Transition Fund@@@,2021-09-29,USD,0.9740
MIL Pictet Clean Energy Transition Fund@@@,2021-09-30,USD,0.9710
MIL Pictet Clean Energy Transition Fund@@@,2021-10-04,USD,0.9520
MIL Pictet Clean Energy Transition Fund@@@,2021-10-05,USD,0.9450
MIL Pictet Clean Energy Transition Fund@@@,2021-10-06,USD,0.9370
MIL Pictet Clean Energy Transition Fund@@@,2021-10-07,USD,0.9660
MIL Pictet Clean Energy Transition Fund@@@,2021-10-08,USD,0.9600
MIL Pictet Clean Energy Transition Fund@@@,2021-10-11,USD,0.9580
MIL Pictet Clean Energy Transition Fund@@@,2021-10-12,USD,0.9570
MIL Pictet Clean Energy Transition Fund@@@,2021-10-15,USD,0.9930
MIL Pictet Clean Energy Transition Fund@@@,2021-10-18,USD,0.9880
MIL Pictet Clean Energy Transition Fund@@@,2021-10-19,USD,1.0030
MIL Pictet Clean Energy Transition Fund@@@,2021-10-20,USD,1.0110
MIL Pictet Clean Energy Transition Fund@@@,2021-10-21,USD,1.0160
MIL Pictet Clean Energy Transition Fund@@@,2021-10-22,USD,1.0290
MIL Pictet Clean Energy Transition Fund@@@,2021-10-25,USD,1.0240
