Investment choice name,Date,Currency,NAV / unit
MIL Fidelity Asian High Yield Fund #,2013-09-04,USD,1.0000
MIL Fidelity Asian High Yield Fund #,2013-09-05,USD,1.0000
MIL Fidelity Asian High Yield Fund #,2013-09-06,USD,1.0000
MIL Fidelity Asian High Yield Fund #,2013-09-09,USD,1.0000
MIL Fidelity Asian High Yield Fund #,2013-09-10,USD,1.0030
MIL Fidelity Asian High Yield Fund #,2013-09-11,USD,1.0030
MIL Fidelity Asian High Yield Fund #,2013-09-12,USD,1.0050
MIL Fidelity Asian High Yield Fund #,2013-09-13,USD,1.0050
MIL Fidelity Asian High Yield Fund #,2013-09-16,USD,1.0090
MIL Fidelity Asian High Yield Fund #,2013-09-17,USD,1.0090
MIL Fidelity Asian High Yield Fund #,2013-09-18,USD,1.0100
MIL Fidelity Asian High Yield Fund #,2013-09-19,USD,1.0180
MIL Fidelity Asian High Yield Fund #,2013-09-23,USD,1.0150
MIL Fidelity Asian High Yield Fund #,2013-09-24,USD,1.0130
MIL Fidelity Asian High Yield Fund #,2013-09-25,USD,1.0130
MIL Fidelity Asian High Yield Fund #,2013-09-26,USD,1.0120
MIL Fidelity Asian High Yield Fund #,2013-09-27,USD,1.0110
MIL Fidelity Asian High Yield Fund #,2013-09-30,USD,1.0090
MIL Fidelity Asian High Yield Fund #,2013-10-02,USD,1.0080
MIL Fidelity Asian High Yield Fund #,2013-10-03,USD,1.0090
MIL Fidelity Asian High Yield Fund #,2013-10-04,USD,1.0120
MIL Fidelity Asian High Yield Fund #,2013-10-07,USD,1.0130
MIL Fidelity Asian High Yield Fund #,2013-10-08,USD,1.0150
MIL Fidelity Asian High Yield Fund #,2013-10-09,USD,1.0150
MIL Fidelity Asian High Yield Fund #,2013-10-10,USD,1.0160
MIL Fidelity Asian High Yield Fund #,2013-10-11,USD,1.0180
MIL Fidelity Asian High Yield Fund #,2013-10-15,USD,1.0190
MIL Fidelity Asian High Yield Fund #,2013-10-16,USD,1.0210
MIL Fidelity Asian High Yield Fund #,2013-10-17,USD,1.0240
MIL Fidelity Asian High Yield Fund #,2013-10-18,USD,1.0260
MIL Fidelity Asian High Yield Fund #,2013-10-21,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-22,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-23,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-24,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-25,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-10-28,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-29,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-10-30,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-10-31,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-11-01,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-11-04,USD,1.0250
MIL Fidelity Asian High Yield Fund #,2013-11-05,USD,1.0250
MIL Fidelity Asian High Yield Fund #,2013-11-06,USD,1.0230
MIL Fidelity Asian High Yield Fund #,2013-11-07,USD,1.0250
MIL Fidelity Asian High Yield Fund #,2013-11-08,USD,1.0250
MIL Fidelity Asian High Yield Fund #,2013-11-11,USD,1.0230
MIL Fidelity Asian High Yield Fund #,2013-11-12,USD,1.0230
MIL Fidelity Asian High Yield Fund #,2013-11-13,USD,1.0210
MIL Fidelity Asian High Yield Fund #,2013-11-14,USD,1.0210
MIL Fidelity Asian High Yield Fund #,2013-11-15,USD,1.0260
MIL Fidelity Asian High Yield Fund #,2013-11-18,USD,1.0250
MIL Fidelity Asian High Yield Fund #,2013-11-19,USD,1.0260
MIL Fidelity Asian High Yield Fund #,2013-11-20,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-11-21,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-11-22,USD,1.0270
MIL Fidelity Asian High Yield Fund #,2013-11-25,USD,1.0290
MIL Fidelity Asian High Yield Fund #,2013-11-26,USD,1.0290
MIL Fidelity Asian High Yield Fund #,2013-11-27,USD,1.0290
MIL Fidelity Asian High Yield Fund #,2013-11-28,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-11-29,USD,1.0280
MIL Fidelity Asian High Yield Fund #,2013-12-02,USD,1.0290
MIL Fidelity Asian High Yield Fund #,2013-12-03,USD,1.0300
MIL Fidelity Asian High Yield Fund #,2013-12-04,USD,1.0310
MIL Fidelity Asian High Yield Fund #,2013-12-05,USD,1.0320
MIL Fidelity Asian High Yield Fund #,2013-12-06,USD,1.0330
MIL Fidelity Asian High Yield Fund #,2013-12-09,USD,1.0340
MIL Fidelity Asian High Yield Fund #,2013-12-10,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2013-12-11,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2013-12-12,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2013-12-13,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2013-12-16,USD,1.0360
MIL Fidelity Asian High Yield Fund #,2013-12-17,USD,1.0360
MIL Fidelity Asian High Yield Fund #,2013-12-18,USD,1.0370
MIL Fidelity Asian High Yield Fund #,2013-12-19,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2013-12-20,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2013-12-23,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2013-12-24,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2013-12-27,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2013-12-30,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2013-12-31,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-01-02,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-01-03,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2014-01-06,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2014-01-07,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2014-01-08,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2014-01-09,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2014-01-10,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2014-01-13,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-01-14,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-01-15,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-01-16,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-01-17,USD,1.0420
MIL Fidelity Asian High Yield Fund #,2014-01-20,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-01-21,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-01-22,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2014-01-23,USD,1.0440
MIL Fidelity Asian High Yield Fund #,2014-01-24,USD,1.0320
MIL Fidelity Asian High Yield Fund #,2014-01-27,USD,1.0290
MIL Fidelity Asian High Yield Fund #,2014-01-28,USD,1.0320
MIL Fidelity Asian High Yield Fund #,2014-01-29,USD,1.0340
MIL Fidelity Asian High Yield Fund #,2014-01-30,USD,1.0330
MIL Fidelity Asian High Yield Fund #,2014-02-04,USD,1.0300
MIL Fidelity Asian High Yield Fund #,2014-02-05,USD,1.0310
MIL Fidelity Asian High Yield Fund #,2014-02-06,USD,1.0330
MIL Fidelity Asian High Yield Fund #,2014-02-07,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2014-02-10,USD,1.0360
MIL Fidelity Asian High Yield Fund #,2014-02-11,USD,1.0370
MIL Fidelity Asian High Yield Fund #,2014-02-12,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2014-02-13,USD,1.0390
MIL Fidelity Asian High Yield Fund #,2014-02-14,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-02-17,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-18,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-19,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-20,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-21,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-24,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-02-25,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-02-26,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-02-27,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-02-28,USD,1.0430
MIL Fidelity Asian High Yield Fund #,2014-03-03,USD,1.0420
MIL Fidelity Asian High Yield Fund #,2014-03-04,USD,1.0420
MIL Fidelity Asian High Yield Fund #,2014-03-05,USD,1.0440
MIL Fidelity Asian High Yield Fund #,2014-03-06,USD,1.0450
MIL Fidelity Asian High Yield Fund #,2014-03-07,USD,1.0450
MIL Fidelity Asian High Yield Fund #,2014-03-10,USD,1.0450
MIL Fidelity Asian High Yield Fund #,2014-03-11,USD,1.0450
MIL Fidelity Asian High Yield Fund #,2014-03-12,USD,1.0430
MIL Fidelity Asian High Yield Fund #,2014-03-13,USD,1.0400
MIL Fidelity Asian High Yield Fund #,2014-03-14,USD,1.0370
MIL Fidelity Asian High Yield Fund #,2014-03-17,USD,1.0360
MIL Fidelity Asian High Yield Fund #,2014-03-18,USD,1.0350
MIL Fidelity Asian High Yield Fund #,2014-03-19,USD,1.0330
MIL Fidelity Asian High Yield Fund #,2014-03-20,USD,1.0320
MIL Fidelity Asian High Yield Fund #,2014-03-21,USD,1.0340
MIL Fidelity Asian High Yield Fund #,2014-03-24,USD,1.0370
MIL Fidelity Asian High Yield Fund #,2014-03-25,USD,1.0380
MIL Fidelity Asian High Yield Fund #,2014-03-26,USD,1.0410
MIL Fidelity Asian High Yield Fund #,2014-03-27,USD,1.0420
MIL Fidelity Asian High Yield Fund #,2014-03-28,USD,1.0430
MIL Fidelity Asian High Yield Fund #,2014-03-31,USD,1.0430
MIL Fidelity Asian High Yield Fund #,2014-04-01,USD,1.0460
MIL Fidelity Asian High Yield Fund #,2014-04-02,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-03,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-04,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-07,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-08,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-04-09,USD,1.0510
MIL Fidelity Asian High Yield Fund #,2014-04-10,USD,1.0520
MIL Fidelity Asian High Yield Fund #,2014-04-11,USD,1.0510
MIL Fidelity Asian High Yield Fund #,2014-04-14,USD,1.0510
MIL Fidelity Asian High Yield Fund #,2014-04-15,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-04-16,USD,1.0520
MIL Fidelity Asian High Yield Fund #,2014-04-17,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-04-22,USD,1.0510
MIL Fidelity Asian High Yield Fund #,2014-04-23,USD,1.0510
MIL Fidelity Asian High Yield Fund #,2014-04-24,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-04-25,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-04-28,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-29,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-04-30,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-05-02,USD,1.0490
MIL Fidelity Asian High Yield Fund #,2014-05-05,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-05-07,USD,1.0480
MIL Fidelity Asian High Yield Fund #,2014-05-08,USD,1.0480
MIL Fidelity Asian High Yield Fund #,2014-05-09,USD,1.0470
MIL Fidelity Asian High Yield Fund #,2014-05-12,USD,1.0470
MIL Fidelity Asian High Yield Fund #,2014-05-13,USD,1.0470
MIL Fidelity Asian High Yield Fund #,2014-05-14,USD,1.0500
MIL Fidelity Asian High Yield Fund #,2014-05-15,USD,1.0520
MIL Fidelity Asian High Yield Fund #,2014-05-16,USD,1.0520
MIL Fidelity Asian High Yield Fund #,2014-05-19,USD,1.0530
MIL Fidelity Asian High Yield Fund #,2014-05-20,USD,1.0530
MIL Fidelity Asian High Yield Fund #,2014-05-21,USD,1.0530
MIL Fidelity Asian High Yield Fund #,2014-05-22,USD,1.0560
MIL Fidelity Asian High Yield Fund #,2014-05-23,USD,1.0570
MIL Fidelity Asian High Yield Fund #,2014-05-26,USD,1.0580
MIL Fidelity Asian High Yield Fund #,2014-05-27,USD,1.0600
MIL Fidelity Asian High Yield Fund #,2014-05-28,USD,1.0600
MIL Fidelity Asian High Yield Fund #,2014-05-29,USD,1.0620
MIL Fidelity Asian High Yield Fund #,2014-05-30,USD,1.0630
MIL Fidelity Asian High Yield Fund #,2014-06-03,USD,1.0640
MIL Fidelity Asian High Yield Fund #,2014-06-04,USD,1.0640
MIL Fidelity Asian High Yield Fund #,2014-06-05,USD,1.0650
MIL Fidelity Asian High Yield Fund #,2014-06-06,USD,1.0660
MIL Fidelity Asian High Yield Fund #,2014-06-09,USD,1.0690
MIL Fidelity Asian High Yield Fund #,2014-06-10,USD,1.0710
MIL Fidelity Asian High Yield Fund #,2014-06-11,USD,1.0710
MIL Fidelity Asian High Yield Fund #,2014-06-12,USD,1.0720
MIL Fidelity Asian High Yield Fund #,2014-06-13,USD,1.0720
MIL Fidelity Asian High Yield Fund #,2014-06-16,USD,1.0720
MIL Fidelity Asian High Yield Fund #,2014-06-17,USD,1.0690
MIL Fidelity Asian High Yield Fund #,2014-06-18,USD,1.0700
MIL Fidelity Asian High Yield Fund #,2014-06-19,USD,1.0720
MIL Fidelity Asian High Yield Fund #,2014-06-20,USD,1.0720
MIL Fidelity Asian High Yield Fund #,2014-06-23,USD,1.0740
MIL Fidelity Asian High Yield Fund #,2014-06-24,USD,1.0740
MIL Fidelity Asian High Yield Fund #,2014-06-25,USD,1.0740
MIL Fidelity Asian High Yield Fund #,2014-06-26,USD,1.0750
MIL Fidelity Asian High Yield Fund #,2014-06-27,USD,1.0750
MIL Fidelity Asian High Yield Fund #,2014-06-30,USD,1.0760
MIL Fidelity Asian High Yield Fund #,2014-07-02,USD,1.0780
MIL Fidelity Asian High Yield Fund #,2014-07-03,USD,1.0800
MIL Fidelity Asian High Yield Fund #,2014-07-04,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-07,USD,1.0810
MIL Fidelity Asian High Yield Fund #,2014-07-08,USD,1.0810
MIL Fidelity Asian High Yield Fund #,2014-07-09,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-10,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-11,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-14,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-15,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-16,USD,1.0800
MIL Fidelity Asian High Yield Fund #,2014-07-17,USD,1.0800
MIL Fidelity Asian High Yield Fund #,2014-07-18,USD,1.0790
MIL Fidelity Asian High Yield Fund #,2014-07-21,USD,1.0800
MIL Fidelity Asian High Yield Fund #,2014-07-22,USD,1.0810
MIL Fidelity Asian High Yield Fund #,2014-07-23,USD,1.0820
MIL Fidelity Asian High Yield Fund #,2014-07-24,USD,1.0840
MIL Fidelity Asian High Yield Fund #,2014-07-25,USD,1.0840
MIL Fidelity Asian High Yield Fund #,2014-07-28,USD,1.0850
MIL Fidelity Asian High Yield Fund #,2014-07-29,USD,1.0850
MIL Fidelity Asian High Yield Fund #,2014-07-30,USD,1.0850
