Investment choice name,Date,Currency,NAV / unit
MIL Allianz Euroland Equity Growth Fund,2013-09-04,USD,1.0000
MIL Allianz Euroland Equity Growth Fund,2013-09-05,USD,1.0000
MIL Allianz Euroland Equity Growth Fund,2013-09-06,USD,1.0000
MIL Allianz Euroland Equity Growth Fund,2013-09-09,USD,1.0000
MIL Allianz Euroland Equity Growth Fund,2013-09-10,USD,1.0090
MIL Allianz Euroland Equity Growth Fund,2013-09-11,USD,1.0140
MIL Allianz Euroland Equity Growth Fund,2013-09-12,USD,1.0120
MIL Allianz Euroland Equity Growth Fund,2013-09-13,USD,1.0120
MIL Allianz Euroland Equity Growth Fund,2013-09-16,USD,1.0310
MIL Allianz Euroland Equity Growth Fund,2013-09-17,USD,1.0300
MIL Allianz Euroland Equity Growth Fund,2013-09-18,USD,1.0300
MIL Allianz Euroland Equity Growth Fund,2013-09-19,USD,1.0530
MIL Allianz Euroland Equity Growth Fund,2013-09-23,USD,1.0490
MIL Allianz Euroland Equity Growth Fund,2013-09-24,USD,1.0460
MIL Allianz Euroland Equity Growth Fund,2013-09-25,USD,1.0410
MIL Allianz Euroland Equity Growth Fund,2013-09-26,USD,1.0420
MIL Allianz Euroland Equity Growth Fund,2013-09-27,USD,1.0380
MIL Allianz Euroland Equity Growth Fund,2013-09-30,USD,1.0330
MIL Allianz Euroland Equity Growth Fund,2013-10-02,USD,1.0320
MIL Allianz Euroland Equity Growth Fund,2013-10-03,USD,1.0370
MIL Allianz Euroland Equity Growth Fund,2013-10-04,USD,1.0350
MIL Allianz Euroland Equity Growth Fund,2013-10-07,USD,1.0190
MIL Allianz Euroland Equity Growth Fund,2013-10-08,USD,1.0220
MIL Allianz Euroland Equity Growth Fund,2013-10-09,USD,1.0170
MIL Allianz Euroland Equity Growth Fund,2013-10-10,USD,1.0160
MIL Allianz Euroland Equity Growth Fund,2013-10-11,USD,1.0260
MIL Allianz Euroland Equity Growth Fund,2013-10-15,USD,1.0270
MIL Allianz Euroland Equity Growth Fund,2013-10-16,USD,1.0140
MIL Allianz Euroland Equity Growth Fund,2013-10-17,USD,1.0180
MIL Allianz Euroland Equity Growth Fund,2013-10-18,USD,1.0330
MIL Allianz Euroland Equity Growth Fund,2013-10-21,USD,1.0440
MIL Allianz Euroland Equity Growth Fund,2013-10-22,USD,1.0480
MIL Allianz Euroland Equity Growth Fund,2013-10-23,USD,1.0600
MIL Allianz Euroland Equity Growth Fund,2013-10-24,USD,1.0560
MIL Allianz Euroland Equity Growth Fund,2013-10-25,USD,1.0540
MIL Allianz Euroland Equity Growth Fund,2013-10-28,USD,1.0620
MIL Allianz Euroland Equity Growth Fund,2013-10-29,USD,1.0610
MIL Allianz Euroland Equity Growth Fund,2013-10-30,USD,1.0610
MIL Allianz Euroland Equity Growth Fund,2013-10-31,USD,1.0590
MIL Allianz Euroland Equity Growth Fund,2013-11-01,USD,1.0460
MIL Allianz Euroland Equity Growth Fund,2013-11-04,USD,1.0470
MIL Allianz Euroland Equity Growth Fund,2013-11-05,USD,1.0450
MIL Allianz Euroland Equity Growth Fund,2013-11-06,USD,1.0490
MIL Allianz Euroland Equity Growth Fund,2013-11-07,USD,1.0460
MIL Allianz Euroland Equity Growth Fund,2013-11-08,USD,1.0320
MIL Allianz Euroland Equity Growth Fund,2013-11-11,USD,1.0360
MIL Allianz Euroland Equity Growth Fund,2013-11-12,USD,1.0400
