Investment choice name,Date,Currency,NAV / unit
MIL Franklin U.S. Opportunities Fund,2014-09-22,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-23,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-24,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-25,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-26,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-29,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-09-30,USD,1.0000
MIL Franklin U.S. Opportunities Fund,2014-10-03,USD,0.9990
MIL Franklin U.S. Opportunities Fund,2014-10-06,USD,0.9920
MIL Franklin U.S. Opportunities Fund,2014-10-07,USD,0.9740
MIL Franklin U.S. Opportunities Fund,2014-10-08,USD,0.9910
MIL Franklin U.S. Opportunities Fund,2014-10-09,USD,0.9720
MIL Franklin U.S. Opportunities Fund,2014-10-10,USD,0.9530
MIL Franklin U.S. Opportunities Fund,2014-10-13,USD,0.9310
MIL Franklin U.S. Opportunities Fund,2014-10-14,USD,0.9320
MIL Franklin U.S. Opportunities Fund,2014-10-15,USD,0.9320
MIL Franklin U.S. Opportunities Fund,2014-10-16,USD,0.9400
MIL Franklin U.S. Opportunities Fund,2014-10-17,USD,0.9510
MIL Franklin U.S. Opportunities Fund,2014-10-20,USD,0.9610
MIL Franklin U.S. Opportunities Fund,2014-10-21,USD,0.9810
MIL Franklin U.S. Opportunities Fund,2014-10-22,USD,0.9730
MIL Franklin U.S. Opportunities Fund,2014-10-23,USD,0.9880
MIL Franklin U.S. Opportunities Fund,2014-10-24,USD,0.9940
MIL Franklin U.S. Opportunities Fund,2014-10-27,USD,0.9910
MIL Franklin U.S. Opportunities Fund,2014-10-28,USD,1.0080
MIL Franklin U.S. Opportunities Fund,2014-10-29,USD,1.0020
MIL Franklin U.S. Opportunities Fund,2014-10-30,USD,1.0150
MIL Franklin U.S. Opportunities Fund,2014-10-31,USD,1.0240
MIL Franklin U.S. Opportunities Fund,2014-11-03,USD,1.0240
MIL Franklin U.S. Opportunities Fund,2014-11-04,USD,1.0150
MIL Franklin U.S. Opportunities Fund,2014-11-05,USD,1.0120
MIL Franklin U.S. Opportunities Fund,2014-11-06,USD,1.0210
MIL Franklin U.S. Opportunities Fund,2014-11-07,USD,1.0230
MIL Franklin U.S. Opportunities Fund,2014-11-10,USD,1.0260
MIL Franklin U.S. Opportunities Fund,2014-11-11,USD,1.0260
MIL Franklin U.S. Opportunities Fund,2014-11-12,USD,1.0270
MIL Franklin U.S. Opportunities Fund,2014-11-13,USD,1.0240
MIL Franklin U.S. Opportunities Fund,2014-11-14,USD,1.0240
MIL Franklin U.S. Opportunities Fund,2014-11-17,USD,1.0200
MIL Franklin U.S. Opportunities Fund,2014-11-18,USD,1.0320
MIL Franklin U.S. Opportunities Fund,2014-11-19,USD,1.0290
MIL Franklin U.S. Opportunities Fund,2014-11-20,USD,1.0310
MIL Franklin U.S. Opportunities Fund,2014-11-21,USD,1.0350
MIL Franklin U.S. Opportunities Fund,2014-11-24,USD,1.0440
MIL Franklin U.S. Opportunities Fund,2014-11-25,USD,1.0460
MIL Franklin U.S. Opportunities Fund,2014-11-26,USD,1.0490
MIL Franklin U.S. Opportunities Fund,2014-11-27,USD,1.0490
MIL Franklin U.S. Opportunities Fund,2014-11-28,USD,1.0460
MIL Franklin U.S. Opportunities Fund,2014-12-01,USD,1.0310
MIL Franklin U.S. Opportunities Fund,2014-12-02,USD,1.0350
MIL Franklin U.S. Opportunities Fund,2014-12-03,USD,1.0420
MIL Franklin U.S. Opportunities Fund,2014-12-04,USD,1.0410
MIL Franklin U.S. Opportunities Fund,2014-12-05,USD,1.0430
MIL Franklin U.S. Opportunities Fund,2014-12-08,USD,1.0380
MIL Franklin U.S. Opportunities Fund,2014-12-09,USD,1.0380
MIL Franklin U.S. Opportunities Fund,2014-12-10,USD,1.0200
MIL Franklin U.S. Opportunities Fund,2014-12-11,USD,1.0230
MIL Franklin U.S. Opportunities Fund,2014-12-12,USD,1.0090
MIL Franklin U.S. Opportunities Fund,2014-12-15,USD,1.0020
MIL Franklin U.S. Opportunities Fund,2014-12-16,USD,0.9880
MIL Franklin U.S. Opportunities Fund,2014-12-17,USD,1.0140
MIL Franklin U.S. Opportunities Fund,2014-12-18,USD,1.0360
MIL Franklin U.S. Opportunities Fund,2014-12-19,USD,1.0410
MIL Franklin U.S. Opportunities Fund,2014-12-22,USD,1.0390
MIL Franklin U.S. Opportunities Fund,2014-12-23,USD,1.0320
MIL Franklin U.S. Opportunities Fund,2014-12-24,USD,1.0350
MIL Franklin U.S. Opportunities Fund,2014-12-29,USD,1.0430
MIL Franklin U.S. Opportunities Fund,2014-12-30,USD,1.0380
MIL Franklin U.S. Opportunities Fund,2014-12-31,USD,1.0320
MIL Franklin U.S. Opportunities Fund,2015-01-02,USD,1.0310
MIL Franklin U.S. Opportunities Fund,2015-01-05,USD,1.0110
MIL Franklin U.S. Opportunities Fund,2015-01-06,USD,1.0010
MIL Franklin U.S. Opportunities Fund,2015-01-07,USD,1.0160
MIL Franklin U.S. Opportunities Fund,2015-01-08,USD,1.0350
MIL Franklin U.S. Opportunities Fund,2015-01-09,USD,1.0270
MIL Franklin U.S. Opportunities Fund,2015-01-12,USD,1.0210
MIL Franklin U.S. Opportunities Fund,2015-01-13,USD,1.0220
MIL Franklin U.S. Opportunities Fund,2015-01-14,USD,1.0180
MIL Franklin U.S. Opportunities Fund,2015-01-15,USD,1.0010
MIL Franklin U.S. Opportunities Fund,2015-01-16,USD,1.0150
MIL Franklin U.S. Opportunities Fund,2015-01-19,USD,1.0150
MIL Franklin U.S. Opportunities Fund,2015-01-20,USD,1.0200
MIL Franklin U.S. Opportunities Fund,2015-01-21,USD,1.0270
MIL Franklin U.S. Opportunities Fund,2015-01-22,USD,1.0380
MIL Franklin U.S. Opportunities Fund,2015-01-23,USD,1.0400
MIL Franklin U.S. Opportunities Fund,2015-01-26,USD,1.0460
MIL Franklin U.S. Opportunities Fund,2015-01-27,USD,1.0340
MIL Franklin U.S. Opportunities Fund,2015-01-28,USD,1.0210
MIL Franklin U.S. Opportunities Fund,2015-01-29,USD,1.0340
MIL Franklin U.S. Opportunities Fund,2015-01-30,USD,1.0290
MIL Franklin U.S. Opportunities Fund,2015-02-02,USD,1.0340
MIL Franklin U.S. Opportunities Fund,2015-02-03,USD,1.0420
MIL Franklin U.S. Opportunities Fund,2015-02-04,USD,1.0370
MIL Franklin U.S. Opportunities Fund,2015-02-05,USD,1.0520
MIL Franklin U.S. Opportunities Fund,2015-02-06,USD,1.0470
MIL Franklin U.S. Opportunities Fund,2015-02-09,USD,1.0390
MIL Franklin U.S. Opportunities Fund,2015-02-10,USD,1.0530
MIL Franklin U.S. Opportunities Fund,2015-02-11,USD,1.0540
MIL Franklin U.S. Opportunities Fund,2015-02-12,USD,1.0660
MIL Franklin U.S. Opportunities Fund,2015-02-13,USD,1.0730
MIL Franklin U.S. Opportunities Fund,2015-02-16,USD,1.0730
MIL Franklin U.S. Opportunities Fund,2015-02-17,USD,1.0740
MIL Franklin U.S. Opportunities Fund,2015-02-18,USD,1.0780
MIL Franklin U.S. Opportunities Fund,2015-02-23,USD,1.0950
MIL Franklin U.S. Opportunities Fund,2015-02-24,USD,1.0950
MIL Franklin U.S. Opportunities Fund,2015-02-25,USD,1.0980
MIL Franklin U.S. Opportunities Fund,2015-02-26,USD,1.1020
MIL Franklin U.S. Opportunities Fund,2015-02-27,USD,1.0970
MIL Franklin U.S. Opportunities Fund,2015-03-02,USD,1.1110
MIL Franklin U.S. Opportunities Fund,2015-03-03,USD,1.1060
MIL Franklin U.S. Opportunities Fund,2015-03-04,USD,1.1040
MIL Franklin U.S. Opportunities Fund,2015-03-05,USD,1.1110
MIL Franklin U.S. Opportunities Fund,2015-03-06,USD,1.0940
MIL Franklin U.S. Opportunities Fund,2015-03-09,USD,1.0960
MIL Franklin U.S. Opportunities Fund,2015-03-10,USD,1.0820
MIL Franklin U.S. Opportunities Fund,2015-03-11,USD,1.0820
MIL Franklin U.S. Opportunities Fund,2015-03-12,USD,1.0970
MIL Franklin U.S. Opportunities Fund,2015-03-13,USD,1.0920
MIL Franklin U.S. Opportunities Fund,2015-03-16,USD,1.1080
MIL Franklin U.S. Opportunities Fund,2015-03-17,USD,1.1090
MIL Franklin U.S. Opportunities Fund,2015-03-18,USD,1.1200
MIL Franklin U.S. Opportunities Fund,2015-03-19,USD,1.1230
MIL Franklin U.S. Opportunities Fund,2015-03-20,USD,1.1330
MIL Franklin U.S. Opportunities Fund,2015-03-23,USD,1.1230
MIL Franklin U.S. Opportunities Fund,2015-03-24,USD,1.1170
MIL Franklin U.S. Opportunities Fund,2015-03-25,USD,1.0930
MIL Franklin U.S. Opportunities Fund,2015-03-26,USD,1.0920
MIL Franklin U.S. Opportunities Fund,2015-03-27,USD,1.0980
MIL Franklin U.S. Opportunities Fund,2015-03-30,USD,1.1080
MIL Franklin U.S. Opportunities Fund,2015-03-31,USD,1.0960
MIL Franklin U.S. Opportunities Fund,2015-04-01,USD,1.0890
MIL Franklin U.S. Opportunities Fund,2015-04-02,USD,1.0910
MIL Franklin U.S. Opportunities Fund,2015-04-08,USD,1.1080
MIL Franklin U.S. Opportunities Fund,2015-04-09,USD,1.1120
MIL Franklin U.S. Opportunities Fund,2015-04-10,USD,1.1170
MIL Franklin U.S. Opportunities Fund,2015-04-13,USD,1.1150
MIL Franklin U.S. Opportunities Fund,2015-04-14,USD,1.1130
MIL Franklin U.S. Opportunities Fund,2015-04-15,USD,1.1200
MIL Franklin U.S. Opportunities Fund,2015-04-16,USD,1.1210
MIL Franklin U.S. Opportunities Fund,2015-04-17,USD,1.1040
